V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.750523003072136,1.87830777980951,-0.529720987685351,0.835933740696296,-0.166960371502517,-0.920194271223057,0.237772678129332,0.692282599633483,-1.07526115235008,0.210996432732699,1.05182614820416,1.48699212063394,0.960857869450945,1.06277501280669,-0.203245454078671,-0.183277613907249,-0.123773514328038,0.316602429358803,0.627367615869869,0.0226392080578406,0.250062262384651,0.756358575174046,0.105575878918032,0.365718654610949,-0.610500650725272,-0.426475994117288,0.297161062561097,0.158235064192542,-0.34347700150758365
1.13688632683887,-0.0569361230675623,0.577455781962004,1.34602260945845,-0.500767287646099,-0.0712262441073942,-0.244432235419786,0.144036467951717,0.824407013506798,-0.174063327724375,-0.902700168972247,-0.279480998238655,-1.74919565524634,0.215773695304629,0.0117960920718177,-0.665520090384956,0.390152326412179,-0.636108612855596,-0.334268102521422,-0.279410100320336,-0.0456871098032667,0.0667796214771359,-0.082059920967284,0.052539741639991,0.614473252751115,-0.252844815296794,0.0439699421068584,0.016240194361889,-0.2787418950245511
-1.28764465137616,3.30754473748664,-3.40132656294331,1.70272894686733,-0.0329802216494566,-1.28812444552225,-0.740163407429412,1.62121826379387,0.451299478693214,-1.42598155159093,3.19807712979469,-1.28274942065236,2.39442805939811,-0.973435909223168,-0.304566847018168,1.097265939022,4.18664447497926,1.83952466878393,-0.798792956867074,0.0314983700490542,-0.12881262164669,-0.16944717311466,0.355385488734745,-0.38374297218621,-0.308443483313732,-0.406510144991954,0.0624934924752184,-0.0731738595430339,-0.34347700150758365
-1.99800907806053,1.41999404334039,0.614587590133498,-1.14773987869697,1.63563043917769,4.9620123652713,-1.83555342332285,-2.78122043661659,0.44895139445965,-0.283509099100199,-0.686036196355191,0.185116401937508,-0.223421696550072,-0.262680724690781,0.170696565539403,0.374266323860211,-0.299113517848136,0.456392599922461,0.514417495192666,-0.742913287672538,3.73149509785986,-1.58407361081644,0.292665411606957,0.964784195730043,0.416132209765398,0.385342733820221,0.102422082873419,0.115692309319393,-0.3064657093641796
-0.330458880581428,0.768108466281927,1.08168185439606,-1.62478777241319,0.28440948258442,-0.46565631045455,0.55109248965897,-0.236839154801357,1.69095384760086,-1.61011732580389,0.660024752123995,-1.9022430856212,2.51048941212425,1.57138116608279,1.2246473347613,-1.09404531230112,0.908612537501658,-0.209215268634432,1.27499436739638,0.0349780035691224,-0.214123656314436,-0.243659683288125,-0.12260688223117,-0.46318399872663,-0.284813572408174,-0.078569443610973,-0.0184270759973547,0.111531381892242,-0.326288236617014
1.20928122730182,0.0787925824010981,0.0618197471254666,0.593729522586784,-0.235771558370556,-0.448524022298324,-0.141195975298255,0.089236014735948,0.411825406075411,-0.263041042914865,-0.572075778035742,-1.06271942499799,-2.10630712964702,0.195706659867063,1.63488285927909,0.404446383305956,0.278583144434155,-0.336045327882604,-0.409635313467009,-0.224262908146631,-0.302369043409301,-0.984051483147145,0.130400925765591,-0.39075620105082,0.105615250052151,0.152881035229434,-0.0252923360225459,0.0211298529325768,-0.2736591957289526
-1.05133939721509,0.30601197811245,1.57937010339755,0.230732500820741,-3.17518633400345,1.68438472621327,2.15782689069741,-0.304403101128452,0.478944450143767,-0.755578125724342,-0.235084592087399,0.213706004459338,0.0303269150137928,-0.735173573856962,0.396746527165533,-0.77971318282736,0.805364172235156,-0.919198201377263,1.13749262195339,-0.421016812559508,-0.255533412652168,0.0690293887010569,0.0095733018163148,0.543894185510691,-0.520163857930473,1.05944724842328,0.0979345599733069,-0.0949755176046967,2.046269588211161
1.08047058784087,-0.898196218529984,-0.101166663985018,-2.20760372923946,-0.807356326247116,-0.553398772119432,-0.345682951892067,0.0710727209520263,1.86690660616523,-1.38035106912222,1.36403530492006,0.84486871222572,-1.16342892526271,0.738188347626733,1.92165538215345,-0.744232960907764,-0.178448757736166,0.701983897745614,0.916856528374115,0.0164239698859066,0.294490215268277,0.787508385562939,-0.290380795293366,-0.27185318901396,0.661041275514455,-0.593476288468629,0.059268740537074,0.0206395198969882,0.11442799866861371
-1.83702060035643,-0.362400358922469,2.47069549929107,-0.842579001629963,-0.639464806551305,-0.805057045362374,-0.937201949644457,0.842001370500369,-0.0051818235429183,-0.999441146479415,0.88358929031691,-0.0090634308799398,-1.39870559221524,0.465333947003662,0.448539620068245,1.41551236039032,-0.781685517886143,1.03494491692688,-0.830486377773768,0.0443677610136414,0.425639506354174,0.58492588824049,-0.211467459348614,0.570673566296566,0.0075888753360684,0.976454459064826,-0.141481233560048,-0.152404807487503,-0.254021493905049
1.16528433013554,-0.304464050689134,1.15091850088898,-0.487302854329412,-1.11475791460901,-0.49026914267979,-0.721699909016393,3.87703986938688e-06,3.07529741447507,-1.50023116214342,1.02628926323632,-1.55904433625022,1.54922008720372,1.33084042143327,0.761199872479075,-0.859157230697241,0.983079768053588,-0.0952978091220521,-0.131625498817105,-0.19013898848724,-0.10768949528244,0.199479597614952,0.0371195778841133,0.364368347803619,0.358112234095384,-0.716787628627436,0.0821793221755912,0.0305006954710031,-0.29861062863461824
